mq2,mq7,temp,humidity,air_quality
423,239,34,54,Harmful
141,51,33,57,Safe
206,115,27,57,Moderate
114,29,25,72,Safe
434,173,42,30,Harmful
146,26,35,30,Safe
433,170,41,69,Harmful
181,38,41,67,Safe
278,136,37,30,Moderate
418,209,28,31,Harmful
281,90,31,59,Moderate
232,106,36,51,Moderate
213,103,28,52,Moderate
309,173,31,39,Harmful
227,75,26,50,Moderate
205,81,40,44,Moderate
161,33,39,45,Safe
445,223,28,69,Harmful
349,240,26,74,Harmful
116,37,36,67,Safe
233,72,25,49,Moderate
234,130,26,42,Moderate
266,100,39,64,Moderate
259,86,33,65,Moderate
141,63,30,71,Safe
109,51,24,31,Safe
278,135,35,41,Moderate
284,110,36,37,Moderate
119,50,38,42,Safe
185,42,31,60,Safe
383,198,32,61,Harmful
228,124,35,37,Moderate
149,65,31,74,Safe
228,128,35,64,Moderate
154,31,27,40,Safe
339,233,31,64,Harmful
322,251,38,43,Harmful
369,199,32,57,Harmful
126,60,31,55,Safe
245,89,36,44,Moderate
142,20,24,61,Safe
202,71,29,72,Moderate
144,45,30,58,Safe
286,133,33,60,Moderate
210,122,42,75,Moderate
448,203,40,47,Harmful
105,53,31,46,Safe
169,56,30,32,Safe
337,173,39,41,Harmful
285,82,30,50,Moderate
327,160,25,35,Harmful
352,258,34,43,Harmful
435,224,35,58,Harmful
109,36,30,67,Safe
137,47,42,43,Safe
212,121,24,31,Moderate
355,201,38,64,Harmful
215,87,33,46,Moderate
263,133,40,46,Moderate
309,182,29,44,Harmful
172,28,34,33,Safe
181,24,38,71,Safe
190,49,35,37,Safe
438,193,39,33,Harmful
289,123,27,51,Moderate
147,26,32,42,Safe
111,25,26,35,Safe
442,221,35,67,Harmful
250,140,40,68,Moderate
259,113,34,69,Moderate
105,32,26,70,Safe
135,60,41,55,Safe
317,167,37,39,Harmful
268,117,37,42,Moderate
138,53,24,40,Safe
434,194,24,55,Harmful
336,257,34,53,Harmful
116,48,26,57,Safe
302,162,25,67,Harmful
319,258,33,62,Harmful
413,156,35,62,Harmful
103,61,35,47,Safe
163,63,30,48,Safe
216,136,41,31,Moderate
239,110,41,43,Moderate
438,183,24,58,Harmful
318,163,30,57,Harmful
393,223,30,75,Harmful
329,238,36,70,Harmful
128,47,33,46,Safe
105,62,32,45,Safe
438,243,33,57,Harmful
137,65,33,74,Safe
392,183,27,70,Harmful
162,20,34,32,Safe
417,224,31,74,Harmful
323,233,39,36,Harmful
159,40,30,40,Safe
161,27,34,43,Safe
207,96,32,53,Moderate
143,56,33,50,Safe
376,256,37,68,Harmful
145,57,35,60,Safe
257,127,34,33,Moderate
137,28,42,45,Safe
346,260,40,37,Harmful
354,258,35,42,Harmful
144,45,26,71,Safe
273,101,31,44,Moderate
394,183,35,51,Harmful
266,122,30,49,Moderate
277,107,24,51,Moderate
281,72,30,45,Moderate
271,80,26,36,Moderate
175,59,24,36,Safe
361,151,26,64,Harmful
131,44,29,51,Safe
281,76,25,31,Moderate
308,239,35,30,Harmful
358,169,26,32,Harmful
435,167,25,42,Harmful
331,205,30,47,Harmful
393,245,28,52,Harmful
129,24,25,33,Safe
173,60,40,41,Safe
225,71,32,44,Moderate
284,136,42,42,Moderate
172,53,31,44,Safe
322,233,40,58,Harmful
441,195,36,63,Harmful
343,257,30,65,Harmful
204,112,26,49,Moderate
225,133,26,50,Moderate
174,33,25,32,Safe
163,61,42,75,Safe
276,111,33,37,Moderate
175,39,33,72,Safe
167,20,24,44,Safe
275,135,33,35,Moderate
315,192,39,52,Harmful
257,133,37,47,Moderate
421,253,39,70,Harmful
446,224,36,62,Harmful
436,205,25,51,Harmful
217,96,35,57,Moderate
392,208,30,34,Harmful
155,50,31,64,Safe
389,238,42,45,Harmful
363,256,31,57,Harmful
142,28,28,69,Safe
287,91,34,51,Moderate
426,155,31,30,Harmful
144,41,26,50,Safe
335,257,25,51,Harmful
149,43,40,44,Safe
307,237,25,43,Harmful
382,197,31,31,Harmful
200,128,32,62,Moderate
212,103,33,67,Moderate
150,56,30,57,Safe
311,235,39,56,Harmful
392,259,41,47,Harmful
309,214,37,53,Harmful
383,216,34,37,Harmful
181,58,33,61,Safe
276,113,29,62,Moderate
180,40,24,36,Safe
166,57,30,44,Safe
239,129,33,48,Moderate
332,177,32,47,Harmful
354,220,34,50,Harmful
148,65,30,46,Safe
380,250,29,43,Harmful
242,71,28,36,Moderate
391,191,32,52,Harmful
185,38,32,39,Safe
113,38,36,48,Safe
447,159,39,41,Harmful
338,246,36,63,Harmful
190,33,26,47,Safe
221,136,40,51,Moderate
348,209,42,39,Harmful
211,98,26,52,Moderate
324,150,28,59,Harmful
240,126,42,40,Moderate
181,60,25,53,Safe
190,32,42,56,Safe
330,223,38,63,Harmful
100,43,27,67,Safe
211,114,32,47,Moderate
356,237,25,62,Harmful
145,25,28,66,Safe
419,152,41,41,Harmful
261,108,31,53,Moderate
386,240,33,59,Harmful
133,55,29,58,Safe
152,49,29,43,Safe
239,121,40,73,Moderate
393,209,41,36,Harmful
178,43,27,53,Safe
114,37,25,73,Safe
428,238,40,39,Harmful
310,250,40,58,Harmful
281,132,27,57,Moderate
415,212,30,61,Harmful
290,78,29,55,Moderate
149,35,35,30,Safe
383,215,24,58,Harmful
229,98,26,58,Moderate
163,23,34,33,Safe
308,179,41,48,Harmful
217,82,25,67,Moderate
396,229,34,53,Harmful
363,171,29,38,Harmful
329,211,25,42,Harmful
178,55,36,71,Safe
208,79,40,40,Moderate
215,120,25,41,Moderate
159,48,31,75,Safe
310,157,30,40,Harmful
401,256,24,46,Harmful
140,65,36,59,Safe
146,57,36,50,Safe
311,213,36,38,Harmful
244,73,37,66,Moderate
156,49,41,66,Safe
109,44,39,57,Safe
425,240,24,66,Harmful
242,82,29,55,Moderate
170,44,38,75,Safe
130,38,29,74,Safe
265,73,32,64,Moderate
341,153,28,35,Harmful
384,193,28,54,Harmful
147,53,35,30,Safe
117,38,29,71,Safe
211,136,39,60,Moderate
155,64,26,32,Safe
155,25,40,51,Safe
225,107,27,55,Moderate
108,62,30,69,Safe
130,21,28,61,Safe
227,121,41,66,Moderate
144,42,33,34,Safe
124,22,33,42,Safe
112,28,32,51,Safe
388,208,33,30,Harmful
314,220,40,62,Harmful
109,60,39,49,Safe
124,62,30,69,Safe
143,51,31,31,Safe
423,198,33,60,Harmful
119,45,42,35,Safe
312,248,34,46,Harmful
415,236,30,44,Harmful
399,179,35,69,Harmful
108,25,40,32,Safe
256,114,42,32,Moderate
236,104,32,44,Moderate
433,254,40,40,Harmful
277,97,38,65,Moderate
355,224,41,30,Harmful
326,212,36,36,Harmful
307,188,28,75,Harmful
308,260,25,56,Harmful
115,32,32,58,Safe
134,20,35,61,Safe
117,34,35,42,Safe
379,254,25,36,Harmful
415,211,29,57,Harmful
227,75,24,62,Moderate
398,156,29,64,Harmful
128,48,24,70,Safe
379,214,27,75,Harmful
283,119,35,42,Moderate
214,103,35,57,Moderate
166,24,24,65,Safe
396,205,33,68,Harmful
424,257,25,71,Harmful
106,26,32,42,Safe
272,81,42,36,Moderate
263,115,25,46,Moderate
314,253,41,74,Harmful
262,89,27,70,Moderate
246,94,33,62,Moderate
174,52,29,72,Safe
158,28,31,42,Safe
364,239,41,47,Harmful
285,83,34,50,Moderate
161,62,42,41,Safe
121,52,42,40,Safe
260,123,39,56,Moderate
188,63,38,62,Safe
216,119,29,43,Moderate
216,90,33,38,Moderate
156,40,30,41,Safe
121,47,39,38,Safe
153,40,26,45,Safe
230,122,40,31,Moderate
422,250,24,50,Harmful
224,125,25,54,Moderate
113,28,40,71,Safe
353,220,32,71,Harmful
102,34,25,42,Safe
205,108,26,32,Moderate
169,51,42,45,Safe
158,53,37,42,Safe
214,126,29,48,Moderate
131,49,34,35,Safe
239,96,41,52,Moderate
286,79,38,61,Moderate
381,246,35,72,Harmful
159,43,36,32,Safe
355,190,39,48,Harmful
122,29,34,57,Safe
302,258,40,49,Harmful
356,217,36,42,Harmful
127,62,35,54,Safe
147,51,24,48,Safe
418,208,33,36,Harmful
381,164,39,41,Harmful
428,240,27,43,Harmful
389,239,42,50,Harmful
117,43,35,68,Safe
111,55,31,67,Safe
165,30,27,36,Safe
181,46,33,61,Safe
250,90,26,64,Moderate
325,191,27,51,Harmful
215,73,26,68,Moderate
147,45,32,50,Safe
287,78,31,35,Moderate
211,134,31,75,Moderate
140,55,37,35,Safe
131,27,35,51,Safe
127,42,42,47,Safe
157,50,24,33,Safe
229,123,26,60,Moderate
240,77,26,41,Moderate
437,193,36,50,Harmful
232,86,27,48,Moderate
133,56,28,72,Safe
168,59,35,45,Safe
390,182,24,59,Harmful
346,158,41,42,Harmful
280,116,32,53,Moderate
325,193,32,42,Harmful
283,80,32,56,Moderate
210,128,26,37,Moderate
149,39,40,33,Safe
223,84,24,39,Moderate
254,121,42,31,Moderate
265,116,26,43,Moderate
150,34,24,69,Safe
213,114,42,70,Moderate
310,251,37,35,Harmful
112,50,32,74,Safe
396,230,35,67,Harmful
180,36,27,49,Safe
265,120,37,32,Moderate
120,40,24,66,Safe
365,172,32,58,Harmful
445,187,40,75,Harmful
131,21,30,39,Safe
214,125,33,36,Moderate
218,132,27,44,Moderate
149,34,35,52,Safe
180,32,26,51,Safe
245,125,34,39,Moderate
141,20,38,69,Safe
128,45,28,31,Safe
290,136,38,50,Moderate
217,94,31,30,Moderate
249,106,26,37,Moderate
352,260,25,74,Harmful
430,173,27,70,Harmful
268,127,40,75,Moderate
140,24,25,45,Safe
157,54,34,46,Safe
417,180,38,73,Harmful
356,260,31,62,Harmful
207,140,30,62,Moderate
168,20,42,46,Safe
219,131,28,56,Moderate
355,242,42,49,Harmful
359,199,33,46,Harmful
446,217,28,64,Harmful
303,156,33,59,Harmful
203,136,24,74,Moderate
174,63,25,73,Safe
321,207,30,54,Harmful
155,50,41,31,Safe
272,137,29,66,Moderate
145,32,35,44,Safe
232,138,28,60,Moderate
319,192,36,40,Harmful
251,119,24,74,Moderate
259,71,42,49,Moderate
385,159,39,51,Harmful
114,61,31,69,Safe
267,132,39,46,Moderate
108,33,28,47,Safe
382,176,25,30,Harmful
178,61,32,67,Safe
137,22,39,43,Safe
164,63,37,38,Safe
187,39,29,50,Safe
151,59,32,62,Safe
424,242,31,35,Harmful
310,222,37,43,Harmful
425,150,28,52,Harmful
445,235,30,69,Harmful
122,58,41,44,Safe
185,62,26,37,Safe
119,41,30,64,Safe
327,165,34,32,Harmful
339,178,35,59,Harmful
167,21,26,70,Safe
219,135,31,54,Moderate
364,236,34,51,Harmful
286,78,41,56,Moderate
162,48,41,31,Safe
184,21,35,58,Safe
148,30,42,39,Safe
264,130,41,40,Moderate
256,108,35,61,Moderate
236,137,40,42,Moderate
141,46,40,33,Safe
275,138,38,39,Moderate
210,134,36,38,Moderate
109,45,32,65,Safe
114,50,27,37,Safe
246,140,32,53,Moderate
407,260,42,31,Harmful
276,134,27,70,Moderate
186,56,24,71,Safe
121,55,29,32,Safe
404,170,27,46,Harmful
335,235,30,68,Harmful
258,136,29,30,Moderate
255,136,31,74,Moderate
394,185,39,47,Harmful
437,185,34,73,Harmful
148,45,28,38,Safe
189,45,32,66,Safe
416,210,40,31,Harmful
140,51,37,63,Safe
123,52,33,40,Safe
175,36,31,38,Safe
433,181,40,74,Harmful
139,31,30,56,Safe
256,136,42,43,Moderate
272,115,28,73,Moderate
142,23,37,60,Safe
206,122,27,49,Moderate
190,53,24,41,Safe
206,96,30,51,Moderate
357,155,29,43,Harmful
250,105,30,32,Moderate
229,107,24,56,Moderate
386,236,40,38,Harmful
392,204,36,43,Harmful
262,111,31,49,Moderate
426,256,29,51,Harmful
437,257,29,69,Harmful
155,37,27,30,Safe
282,118,35,35,Moderate
164,24,37,69,Safe
161,36,33,65,Safe
388,234,38,63,Harmful
383,161,38,60,Harmful
307,196,31,75,Harmful
287,112,27,57,Moderate
220,132,41,58,Moderate
252,104,36,35,Moderate
237,103,36,48,Moderate
394,202,32,33,Harmful
414,164,31,56,Harmful
182,64,27,41,Safe
358,190,38,39,Harmful
213,127,26,47,Moderate
128,29,41,58,Safe
154,24,41,66,Safe
264,126,25,58,Moderate
219,105,36,35,Moderate
171,63,39,49,Safe
235,71,27,54,Moderate
160,43,27,54,Safe
187,45,32,48,Safe
262,90,30,57,Moderate
251,73,37,48,Moderate
111,40,37,45,Safe
210,118,28,58,Moderate
180,47,34,45,Safe
148,51,25,48,Safe
114,25,33,68,Safe
102,61,32,75,Safe
233,114,35,47,Moderate
101,65,41,72,Safe
262,92,42,57,Moderate
178,29,27,37,Safe
182,51,33,75,Safe
300,182,29,40,Harmful
416,198,32,40,Harmful
161,56,24,58,Safe
133,29,32,41,Safe
338,253,29,31,Harmful
234,94,41,67,Moderate
117,61,25,46,Safe
125,54,27,44,Safe
400,164,33,44,Harmful
116,20,34,36,Safe
188,55,41,35,Safe
414,158,40,69,Harmful
125,31,29,55,Safe
411,234,38,68,Harmful
181,21,31,40,Safe
324,184,37,42,Harmful
103,32,29,36,Safe
235,111,26,35,Moderate
142,42,40,38,Safe
206,116,35,55,Moderate
171,53,29,53,Safe
444,203,27,69,Harmful
242,93,41,74,Moderate
167,21,36,75,Safe
249,134,37,72,Moderate
271,101,35,39,Moderate
301,253,35,62,Harmful
347,245,34,51,Harmful
268,86,40,71,Moderate
127,23,35,74,Safe
279,103,42,49,Moderate
433,167,37,51,Harmful
281,72,36,71,Moderate
383,232,24,41,Harmful
427,188,32,66,Harmful
431,180,28,70,Harmful
333,179,38,64,Harmful
119,47,35,60,Safe
282,132,28,59,Moderate
415,160,39,67,Harmful
419,168,24,72,Harmful
390,163,40,31,Harmful
412,249,28,60,Harmful
235,123,32,31,Moderate
188,30,33,68,Safe
437,229,32,73,Harmful
152,46,40,70,Safe
121,33,33,31,Safe
137,40,24,31,Safe
204,121,40,69,Moderate
321,181,30,56,Harmful
111,47,41,52,Safe
189,41,39,45,Safe
202,107,39,57,Moderate
322,209,35,49,Harmful
282,109,28,52,Moderate
149,46,26,56,Safe
374,184,36,53,Harmful
353,254,41,52,Harmful
342,170,28,40,Harmful
213,114,27,55,Moderate
333,236,35,43,Harmful
110,37,36,41,Safe
167,59,29,65,Safe
119,48,38,74,Safe
221,112,39,41,Moderate
214,109,38,33,Moderate
446,170,34,53,Harmful
311,159,30,41,Harmful
215,126,29,60,Moderate
356,194,29,55,Harmful
121,38,40,58,Safe
136,28,28,64,Safe
144,58,24,62,Safe
155,58,36,31,Safe
161,62,39,74,Safe
331,162,36,74,Harmful
365,249,40,65,Harmful
259,81,34,52,Moderate
442,203,25,36,Harmful
287,133,36,49,Moderate
323,184,42,62,Harmful
249,137,27,55,Moderate
378,193,28,54,Harmful
244,94,40,32,Moderate
332,151,35,30,Harmful
278,76,40,32,Moderate
238,139,34,63,Moderate
284,89,24,32,Moderate
214,82,32,48,Moderate
118,65,37,65,Safe
140,21,24,50,Safe
410,251,41,72,Harmful
162,34,32,44,Safe
282,117,26,41,Moderate
393,256,37,54,Harmful
146,65,39,53,Safe
112,33,35,70,Safe
164,27,31,53,Safe
184,61,29,73,Safe
277,105,42,69,Moderate
428,210,39,70,Harmful
425,239,25,33,Harmful
255,72,28,31,Moderate
313,231,33,67,Harmful
105,23,36,49,Safe
268,82,33,73,Moderate
287,101,24,41,Moderate
373,195,34,70,Harmful
119,24,32,32,Safe
117,43,36,66,Safe
135,56,39,55,Safe
127,27,32,45,Safe
254,116,25,35,Moderate
339,243,29,72,Harmful
145,61,42,51,Safe
184,56,24,74,Safe
435,160,30,69,Harmful
113,50,30,58,Safe
446,254,24,64,Harmful
406,206,41,40,Harmful
114,21,38,70,Safe
117,37,24,68,Safe
328,234,25,39,Harmful
246,78,41,59,Moderate
314,161,32,74,Harmful
311,155,40,53,Harmful
334,259,31,59,Harmful
211,117,38,56,Moderate
167,21,34,49,Safe
218,102,30,35,Moderate
280,113,27,70,Moderate
409,162,28,53,Harmful
283,120,39,71,Moderate
264,121,40,48,Moderate
377,195,26,39,Harmful
257,70,27,34,Moderate
244,108,30,74,Moderate
188,65,29,48,Safe
182,29,25,73,Safe
440,213,36,62,Harmful
183,24,37,66,Safe
411,223,40,34,Harmful
135,48,36,34,Safe
112,22,36,56,Safe
276,104,36,66,Moderate
136,30,37,47,Safe
103,39,33,35,Safe
123,43,28,65,Safe
310,229,32,67,Harmful
259,83,36,68,Moderate
109,56,35,45,Safe
187,56,32,35,Safe
420,175,35,49,Harmful
257,71,41,30,Moderate
351,177,32,75,Harmful
219,93,27,53,Moderate
307,186,39,59,Harmful
259,94,39,63,Moderate
242,118,28,64,Moderate
168,65,33,41,Safe
200,117,26,41,Moderate
223,71,28,49,Moderate
214,94,25,39,Moderate
303,154,26,31,Harmful
121,20,42,72,Safe
172,46,29,52,Safe
106,61,35,59,Safe
214,79,37,48,Moderate
353,164,38,57,Harmful
155,43,33,66,Safe
311,212,29,74,Harmful
405,248,35,67,Harmful
431,226,39,55,Harmful
145,23,42,67,Safe
171,25,34,49,Safe
329,191,24,72,Harmful
123,41,39,63,Safe
278,140,35,66,Moderate
435,215,31,49,Harmful
159,47,37,55,Safe
259,75,29,54,Moderate
350,176,25,33,Harmful
439,218,42,36,Harmful
265,117,39,57,Moderate
315,255,30,42,Harmful
182,34,26,53,Safe
437,206,32,55,Harmful
432,233,40,71,Harmful
250,98,33,61,Moderate
251,85,25,32,Moderate
144,60,36,45,Safe
306,194,24,74,Harmful
152,27,28,41,Safe
290,136,26,57,Moderate
235,83,28,58,Moderate
142,48,41,63,Safe
380,229,29,30,Harmful
121,57,41,74,Safe
210,103,31,30,Moderate
399,166,28,42,Harmful
167,25,29,45,Safe
125,32,30,67,Safe
431,195,42,56,Harmful
283,95,40,56,Moderate
227,136,33,47,Moderate
312,174,24,42,Harmful
100,24,25,55,Safe
341,186,37,37,Harmful
138,51,41,66,Safe
136,24,31,60,Safe
399,228,39,35,Harmful
118,33,34,34,Safe
324,217,25,66,Harmful
220,77,42,42,Moderate
273,111,34,67,Moderate
175,57,31,49,Safe
331,260,33,30,Harmful
315,153,37,43,Harmful
398,193,30,39,Harmful
240,88,26,68,Moderate
287,70,35,57,Moderate
421,238,32,69,Harmful
154,65,37,59,Safe
400,232,32,67,Harmful
282,116,37,49,Moderate
450,223,24,44,Harmful
260,135,31,64,Moderate
254,117,39,31,Moderate
142,23,40,36,Safe
134,42,24,48,Safe
141,56,26,53,Safe
237,110,28,30,Moderate
176,29,31,35,Safe
385,165,41,63,Harmful
269,114,39,41,Moderate
231,99,24,44,Moderate
304,225,36,65,Harmful
117,63,27,66,Safe
179,53,25,40,Safe
411,189,37,44,Harmful
416,204,36,73,Harmful
338,204,41,59,Harmful
153,30,38,35,Safe
318,203,42,68,Harmful
112,49,31,52,Safe
129,48,40,41,Safe
174,40,31,38,Safe
231,83,39,54,Moderate
108,58,42,67,Safe
447,228,41,58,Harmful
274,129,35,50,Moderate
327,195,39,30,Harmful
142,47,32,52,Safe
187,54,32,43,Safe
200,135,28,58,Moderate
251,122,40,57,Moderate
258,90,39,73,Moderate
121,37,39,71,Safe
259,102,24,64,Moderate
121,42,41,68,Safe
330,192,42,67,Harmful
270,108,30,40,Moderate
224,74,36,56,Moderate
243,131,24,49,Moderate
121,26,28,56,Safe
114,21,29,47,Safe
275,74,27,45,Moderate
424,210,25,45,Harmful
218,72,41,45,Moderate
424,186,35,48,Harmful
178,63,34,54,Safe
425,244,24,72,Harmful
402,197,42,32,Harmful
425,186,24,68,Harmful
139,65,26,51,Safe
211,122,24,68,Moderate
235,134,35,68,Moderate
127,49,28,36,Safe
334,171,28,54,Harmful
419,194,38,56,Harmful
289,84,34,30,Moderate
305,248,37,47,Harmful
268,118,26,51,Moderate
148,47,33,50,Safe
350,250,32,66,Harmful
217,133,25,66,Moderate
162,28,34,37,Safe
341,250,32,54,Harmful
442,219,30,69,Harmful
398,179,31,30,Harmful
309,230,35,45,Harmful
394,223,25,49,Harmful
371,164,24,38,Harmful
155,32,39,36,Safe
190,54,35,74,Safe
271,94,30,66,Moderate
369,189,33,71,Harmful
173,49,40,41,Safe
115,48,33,68,Safe
265,119,42,75,Moderate
273,107,40,51,Moderate
379,208,26,75,Harmful
427,151,39,40,Harmful
263,104,36,69,Moderate
365,177,24,55,Harmful
172,46,29,45,Safe
241,112,35,31,Moderate
218,129,37,30,Moderate
373,172,26,74,Harmful
211,118,42,32,Moderate
144,28,26,70,Safe
272,125,28,35,Moderate
408,221,25,67,Harmful
119,29,32,61,Safe
270,84,37,40,Moderate
250,94,31,53,Moderate
332,253,25,51,Harmful
250,81,37,50,Moderate
233,91,37,73,Moderate
231,135,37,34,Moderate
187,27,40,71,Safe
138,59,37,64,Safe
181,44,33,74,Safe
165,56,39,67,Safe
133,58,29,74,Safe
122,37,26,38,Safe
206,70,36,49,Moderate
325,157,36,43,Harmful
205,73,35,70,Moderate
446,206,30,36,Harmful
153,60,27,65,Safe
116,42,40,31,Safe
153,25,39,74,Safe
177,35,42,31,Safe
261,139,40,38,Moderate
317,248,27,65,Harmful
206,131,42,75,Moderate
222,70,42,54,Moderate
237,139,33,75,Moderate
219,140,26,42,Moderate
184,35,30,64,Safe
221,106,30,33,Moderate
383,228,36,71,Harmful
180,59,38,67,Safe
358,169,39,67,Harmful
200,114,39,41,Moderate
412,200,26,54,Harmful
182,26,41,35,Safe
288,123,39,37,Moderate
146,35,34,73,Safe
375,213,26,68,Harmful
269,87,25,34,Moderate
284,137,36,72,Moderate
335,245,24,72,Harmful
370,221,32,65,Harmful
223,85,32,57,Moderate
373,185,24,45,Harmful
181,62,37,72,Safe
225,77,32,36,Moderate
366,201,32,63,Harmful
134,27,32,44,Safe
230,98,30,71,Moderate
235,93,37,56,Moderate
123,49,26,52,Safe
252,90,30,75,Moderate
365,241,38,42,Harmful
123,52,35,39,Safe
159,40,26,50,Safe
218,107,39,42,Moderate
406,227,39,34,Harmful
397,177,34,65,Harmful
444,167,41,67,Harmful
251,88,32,42,Moderate
141,47,33,31,Safe
396,224,34,30,Harmful
185,56,34,73,Safe
256,120,29,41,Moderate
404,211,25,70,Harmful
315,229,41,52,Harmful
175,50,39,51,Safe
184,39,34,65,Safe
424,188,28,61,Harmful
433,196,30,53,Harmful
201,82,26,68,Moderate
103,56,24,75,Safe
333,177,38,69,Harmful
267,114,27,62,Moderate
173,59,33,71,Safe
163,41,38,75,Safe
368,154,30,56,Harmful
163,51,26,62,Safe
163,51,33,46,Safe
164,55,33,63,Safe
421,196,25,66,Harmful
102,46,40,56,Safe
279,109,40,51,Moderate
218,78,29,47,Moderate
340,231,39,69,Harmful
160,58,34,58,Safe
167,42,28,58,Safe
402,177,42,62,Harmful
246,92,27,40,Moderate
222,131,36,65,Moderate
201,128,27,57,Moderate
118,28,33,44,Safe
333,190,41,31,Harmful
156,62,38,75,Safe
349,154,27,61,Harmful
247,73,38,37,Moderate
410,207,40,50,Harmful
379,199,34,47,Harmful
187,28,38,40,Safe
106,24,37,49,Safe
310,186,35,45,Harmful
365,155,40,42,Harmful
172,50,34,53,Safe
257,136,36,62,Moderate
403,154,25,50,Harmful
217,113,38,65,Moderate
215,140,36,46,Moderate
204,119,40,33,Moderate
151,44,27,69,Safe
108,24,36,45,Safe
326,227,41,59,Harmful
276,121,39,44,Moderate
374,248,30,35,Harmful
225,130,39,52,Moderate
251,94,33,37,Moderate
276,140,41,46,Moderate
202,102,25,33,Moderate
243,133,27,45,Moderate
378,151,39,33,Harmful
432,231,25,54,Harmful
125,65,26,64,Safe
160,36,39,74,Safe
180,56,42,35,Safe
414,236,39,72,Harmful
289,95,31,57,Moderate
114,38,27,33,Safe
423,151,32,44,Harmful
426,165,28,75,Harmful
167,51,38,57,Safe
267,99,24,43,Moderate
154,20,26,57,Safe
232,138,32,45,Moderate
302,194,33,50,Harmful
223,81,29,45,Moderate
120,49,25,50,Safe
236,139,39,34,Moderate
113,42,33,48,Safe
257,109,25,52,Moderate
413,252,36,33,Harmful
185,61,37,53,Safe
219,86,33,34,Moderate
372,246,41,38,Harmful
364,209,25,62,Harmful
133,47,40,33,Safe
256,116,34,34,Moderate
446,220,32,47,Harmful
231,118,33,49,Moderate
231,98,38,53,Moderate
181,53,38,42,Safe
372,249,37,61,Harmful
126,29,42,43,Safe
125,23,40,74,Safe
283,93,41,40,Moderate
166,45,32,31,Safe
384,175,40,38,Harmful
189,31,42,62,Safe
266,139,31,67,Moderate
275,108,40,69,Moderate
175,42,25,38,Safe
220,78,38,32,Moderate
183,30,34,42,Safe
150,51,29,33,Safe
217,127,39,59,Moderate
405,201,25,31,Harmful
272,91,34,55,Moderate
229,134,31,38,Moderate
184,39,30,58,Safe
240,120,31,61,Moderate
243,114,31,64,Moderate
379,202,42,56,Harmful
436,199,39,62,Harmful
111,36,28,40,Safe
392,225,29,35,Harmful
224,100,35,59,Moderate
151,46,36,70,Safe
404,195,27,54,Harmful
343,193,34,56,Harmful
289,127,36,74,Moderate
331,196,39,35,Harmful
141,55,36,61,Safe
416,181,42,55,Harmful
229,129,28,75,Moderate
241,130,24,47,Moderate
365,248,27,43,Harmful
385,197,31,51,Harmful
173,46,24,35,Safe
228,109,39,47,Moderate
102,27,28,39,Safe
118,44,42,44,Safe
367,233,42,43,Harmful
226,98,42,73,Moderate
100,27,37,41,Safe
375,203,27,58,Harmful
270,103,27,58,Moderate
237,123,28,52,Moderate
100,42,25,35,Safe
256,106,28,53,Moderate
261,119,40,62,Moderate
282,88,36,75,Moderate
168,65,28,39,Safe
175,48,26,65,Safe
368,256,33,41,Harmful
322,242,24,70,Harmful
420,169,37,56,Harmful
350,239,34,38,Harmful
424,243,42,71,Harmful
145,53,34,72,Safe
447,162,41,66,Harmful
288,110,29,40,Moderate
118,52,29,38,Safe
382,168,40,41,Harmful
398,166,27,61,Harmful
253,104,29,73,Moderate
148,44,26,59,Safe
330,255,40,44,Harmful
118,40,28,44,Safe
446,223,35,64,Harmful
163,33,37,63,Safe
122,52,35,51,Safe
309,194,35,59,Harmful
158,33,28,51,Safe
108,27,30,40,Safe
337,206,39,51,Harmful
233,124,31,59,Moderate
444,183,36,57,Harmful
177,37,26,63,Safe
227,109,39,56,Moderate
172,55,37,72,Safe
234,73,40,31,Moderate
246,138,36,60,Moderate
234,71,30,48,Moderate
375,188,27,37,Harmful
151,27,27,64,Safe
147,42,32,54,Safe
323,159,38,32,Harmful
230,70,31,63,Moderate
133,21,42,39,Safe
384,168,39,31,Harmful
372,246,29,63,Harmful
259,87,26,40,Moderate
312,213,35,38,Harmful
287,117,29,55,Moderate
131,33,42,34,Safe
235,132,34,49,Moderate
285,103,40,71,Moderate
129,52,40,73,Safe
221,137,26,34,Moderate
155,25,39,48,Safe
149,23,42,43,Safe
314,165,32,72,Harmful
282,81,38,58,Moderate
143,50,40,55,Safe
151,41,39,31,Safe
345,179,34,35,Harmful
181,26,28,55,Safe
369,224,25,47,Harmful
166,31,39,36,Safe
364,251,41,48,Harmful
106,63,25,70,Safe
222,77,29,36,Moderate
450,216,25,44,Harmful
206,82,27,67,Moderate
241,135,34,64,Moderate
183,40,30,71,Safe
185,37,33,73,Safe
158,38,31,36,Safe
186,60,30,38,Safe
230,87,29,55,Moderate
252,92,25,65,Moderate
392,229,25,71,Harmful
164,51,38,59,Safe
261,85,25,46,Moderate
218,77,38,63,Moderate
281,93,26,72,Moderate
104,45,30,72,Safe
237,93,36,67,Moderate
449,210,35,52,Harmful
208,116,39,61,Moderate
154,24,33,60,Safe
385,197,38,37,Harmful
108,62,35,42,Safe
367,220,29,73,Harmful
113,28,34,72,Safe
325,255,35,63,Harmful
428,163,38,65,Harmful
120,32,36,36,Safe
161,25,28,51,Safe
359,195,24,63,Harmful
428,233,26,71,Harmful
